Event,Magnitude,Fault Type,Distance,Depth,Station,Instrument,T* Class,P* Class,PGA,SA 0.01s,SA 0.02s,SA 0.03s,SA 0.05s,SA 0.07s,SA 0.1s,SA 0.15s,SA 0.2s,SA 0.25s, SA 0.3s,SA 0.4s,SA 0.5s,SA 0.75s,SA 1s,SA 1.5s,SA 2s,SA 3s,SA 4s,SA 5s,SA 7.5s,SA 10s
1002270634,8.8,0.0,53.09,28.1,RAP,QDR,I,None,2.06E-01,2.08E-01,2.12E-01,2.50E-01,2.59E-01,3.26E-01,3.18E-01,4.40E-01,4.29E-01,5.23E-01,4.85E-01,5.25E-01,5.48E-01,3.69E-01,2.61E-01,1.92E-01,1.17E-01,8.06E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
1002270634,8.8,0.0,140.72,28.1,FCFM,QDR,VI,None,1.68E-01,1.69E-01,1.73E-01,1.75E-01,1.93E-01,3.03E-01,3.76E-01,4.50E-01,4.22E-01,4.00E-01,4.55E-01,4.70E-01,3.99E-01,3.18E-01,2.63E-01,2.37E-01,1.24E-01,5.14E-02,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
8503040032,7.4,0.0,198.66,40,ILO,SMA-1,III,C,6.59E-02,6.63E-02,6.69E-02,6.79E-02,7.49E-02,8.52E-02,8.58E-02,1.34E-01,1.71E-01,2.16E-01,1.91E-01,9.37E-02,5.95E-02,2.02E-02,1.09E-02,3.61E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
8503040032,7.4,0.0,163.9,40,SFER,SMA-1,III,B,2.10E-01,2.11E-01,2.14E-01,2.20E-01,2.70E-01,3.45E-01,3.29E-01,6.49E-01,4.27E-01,3.94E-01,4.42E-01,4.28E-01,2.49E-01,1.18E-01,9.70E-02,5.01E-02,2.82E-02,9.08E-03,4.22E-03,2.49E-03,1.05E-03,5.80E-04  
8503250514,6.5,0.0,127.73,37.5,CONT,SMA-1,VI,None,3.33E-02,3.34E-02,3.35E-02,3.36E-02,3.40E-02,3.50E-02,3.64E-02,4.65E-02,6.22E-02,6.90E-02,7.33E-02,1.03E-01,7.38E-02,6.61E-02,3.84E-02,1.31E-02,7.79E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
8503250514,6.5,0.0,82.05,37.5,ILO,SMA-1,III,C,8.25E-02,8.27E-02,8.32E-02,8.42E-02,9.05E-02,9.56E-02,1.16E-01,1.83E-01,2.30E-01,2.84E-01,2.24E-01,1.09E-01,6.04E-02,2.36E-02,1.06E-02,4.52E-03,2.55E-03,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00  
1405161708,5.5,1.0,134.63,111.8,PB15,FBA ES-T,IV,B,6.98E-02,7.08E-02,7.23E-02,8.04E-02,1.05E-01,1.78E-01,1.66E-01,1.70E-01,2.49E-01,9.20E-02,8.78E-02,8.35E-02,3.67E-02,1.13E-02,5.67E-03,1.95E-03,1.12E-03,5.56E-04,2.76E-04,1.79E-04,7.61E-05,3.96E-05  
1405301532,5.6,1.0,103.22,59.6,TA01,EPI,III,A,3.77E-02,3.92E-02,4.15E-02,5.32E-02,8.00E-02,1.13E-01,1.00E-01,8.17E-02,7.74E-02,6.64E-02,6.10E-02,4.88E-02,3.25E-02,3.11E-02,3.31E-02,1.92E-02,9.51E-03,3.58E-03,1.73E-03,9.78E-04,4.58E-04,2.57E-04  
1405301532,5.6,1.0,130.03,59.6,TA02,EPI,III,B,5.38E-02,5.48E-02,5.63E-02,5.97E-02,7.03E-02,1.17E-01,1.48E-01,1.82E-01,8.88E-02,3.87E-02,2.40E-02,1.54E-02,1.06E-02,9.55E-03,6.95E-03,4.31E-03,2.75E-03,7.63E-04,3.87E-04,2.52E-04,1.08E-04,5.87E-05  
1405301532,5.6,1.0,81.89,59.6,PATCX,CMG5,III,A,2.19E-02,2.27E-02,2.34E-02,2.53E-02,3.13E-02,6.69E-02,5.91E-02,4.99E-02,6.28E-02,3.75E-02,3.16E-02,2.01E-02,2.22E-02,1.03E-02,6.48E-03,3.78E-03,2.42E-03,9.17E-04,4.04E-04,2.22E-04,1.04E-04,5.67E-05  
1405301532,5.6,1.0,87.25,59.6,PB01,FBA ES-T,I,None,5.90E-02,6.03E-02,6.31E-02,6.73E-02,1.13E-01,1.64E-01,1.83E-01,2.09E-01,1.50E-01,8.04E-02,4.39E-02,3.27E-02,2.19E-02,9.69E-03,5.06E-03,2.77E-03,1.26E-03,6.16E-04,2.85E-04,1.75E-04,8.09E-05,4.30E-05  
1405301532,5.6,1.0,130.28,59.6,PB04,FBA ES-T,I,None,1.11E-02,1.12E-02,1.15E-02,1.28E-02,1.87E-02,3.17E-02,2.80E-02,3.16E-02,2.29E-02,2.06E-02,1.55E-02,1.47E-02,1.22E-02,8.31E-03,8.49E-03,4.06E-03,1.65E-03,6.51E-04,3.27E-04,2.14E-04,7.84E-05,4.09E-05  
1405301532,5.6,1.0,116.83,59.6,PB09,FBA ES-T,I,None,5.35E-02,5.78E-02,6.30E-02,8.77E-02,1.68E-01,1.61E-01,1.78E-01,1.62E-01,1.63E-01,1.20E-01,9.17E-02,8.04E-02,5.31E-02,2.29E-02,1.42E-02,8.83E-03,5.69E-03,3.28E-03,1.56E-03,8.56E-04,3.29E-04,1.94E-04  
1407232139,5.5,1.0,130.81,122,PB08,FBA ES-T,I,None,4.99E-02,5.12E-02,5.29E-02,5.44E-02,8.20E-02,1.16E-01,1.43E-01,1.46E-01,1.03E-01,9.32E-02,6.29E-02,3.83E-02,2.65E-02,2.57E-02,1.83E-02,7.20E-03,4.45E-03,2.30E-03,1.46E-03,9.28E-04,3.52E-04,2.00E-04  
1404012346,8.2,0.0,87.27,38.9,AP01,FBA ES-T,VI,None,1.29E-01,1.29E-01,1.29E-01,1.30E-01,1.36E-01,1.47E-01,1.71E-01,2.19E-01,2.32E-01,3.48E-01,4.28E-01,3.45E-01,2.70E-01,2.88E-01,1.60E-01,1.05E-01,6.70E-02,2.88E-02,1.81E-02,8.06E-03,5.11E-03,3.52E-03  
1404012346,8.2,0.0,52.28,38.9,TA01,FBA ES-T,III,A,1.83E-01,1.84E-01,1.85E-01,1.89E-01,2.25E-01,3.09E-01,3.83E-01,5.89E-01,4.92E-01,3.33E-01,4.47E-01,3.08E-01,2.50E-01,1.27E-01,1.09E-01,6.68E-02,3.75E-02,2.67E-02,1.85E-02,1.03E-02,7.25E-03,0.00E+00  
1404012346,8.2,0.0,50.99,38.9,HMBCX,CMG5,I,None,2.39E-01,2.48E-01,2.74E-01,3.48E-01,4.86E-01,4.53E-01,4.14E-01,4.94E-01,4.56E-01,3.89E-01,3.65E-01,4.06E-01,3.76E-01,3.01E-01,1.88E-01,1.15E-01,8.29E-02,5.45E-02,3.18E-02,2.18E-02,1.17E-02,0.00E+00  
1404012346,8.2,0.0,87.58,38.9,MNMCX,CMG5,II,A,3.94E-01,4.53E-01,5.85E-01,9.77E-01,6.38E-01,6.48E-01,1.05E+00,7.24E-01,9.04E-01,7.99E-01,7.88E-01,4.48E-01,3.68E-01,2.53E-01,1.38E-01,7.20E-02,4.13E-02,2.42E-02,1.05E-02,8.63E-03,5.35E-03,0.00E+00  
1404012346,8.2,0.0,77.45,38.9,PATCX,CMG5,III,A,2.43E-01,2.46E-01,2.47E-01,2.53E-01,2.77E-01,2.96E-01,4.56E-01,5.43E-01,6.07E-01,5.94E-01,7.61E-01,5.55E-01,4.19E-01,2.76E-01,2.35E-01,3.45E-01,1.43E-01,8.74E-02,4.61E-02,3.30E-02,1.39E-02,0.00E+00  
1404012346,8.2,0.0,130.91,38.9,PB01,FBA ES-T,I,None,1.05E-01,1.06E-01,1.07E-01,1.10E-01,1.23E-01,1.45E-01,1.90E-01,3.44E-01,3.35E-01,3.07E-01,2.48E-01,1.74E-01,1.23E-01,7.77E-02,8.86E-02,4.97E-02,4.02E-02,2.58E-02,1.52E-02,1.10E-02,5.11E-03,0.00E+00  
1404012346,8.2,0.0,216.3,38.9,PB03,FBA ES-T,I,None,3.28E-02,3.31E-02,3.40E-02,3.64E-02,3.84E-02,5.79E-02,6.45E-02,9.21E-02,7.50E-02,7.04E-02,7.10E-02,5.88E-02,5.61E-02,4.73E-02,4.16E-02,1.89E-02,1.35E-02,6.81E-03,5.08E-03,4.13E-03,2.67E-03,0.00E+00  
1404012346,8.2,0.0,240.34,38.9,PB04,FBA ES-T,I,None,3.26E-02,3.28E-02,3.32E-02,3.38E-02,3.71E-02,4.62E-02,5.97E-02,6.73E-02,7.46E-02,7.17E-02,7.00E-02,8.90E-02,7.92E-02,6.63E-02,7.93E-02,4.42E-02,2.34E-02,9.85E-03,8.07E-03,7.00E-03,2.76E-03,0.00E+00  
1404012346,8.2,0.0,296.79,38.9,PB05,FBA ES-T,I,None,7.19E-02,7.22E-02,7.26E-02,7.50E-02,7.60E-02,8.65E-02,8.92E-02,1.13E-01,1.14E-01,1.29E-01,1.64E-01,1.84E-01,1.90E-01,1.75E-01,1.42E-01,7.24E-02,5.33E-02,4.90E-02,3.27E-02,2.54E-02,1.12E-02,0.00E+00  
1404012346,8.2,0.0,291.62,38.9,PB06,FBA ES-T,I,None,1.86E-02,1.87E-02,1.88E-02,1.95E-02,2.00E-02,2.48E-02,3.01E-02,3.96E-02,4.16E-02,5.08E-02,4.29E-02,3.93E-02,3.69E-02,4.80E-02,3.76E-02,2.27E-02,1.79E-02,1.04E-02,4.99E-03,3.18E-03,1.74E-03,0.00E+00  
1404012346,8.2,0.0,178.57,38.9,PB07,FBA ES-T,I,None,5.00E-02,5.04E-02,5.11E-02,5.31E-02,5.61E-02,8.46E-02,8.99E-02,1.11E-01,1.10E-01,1.22E-01,9.69E-02,1.08E-01,8.78E-02,9.72E-02,5.94E-02,2.60E-02,2.37E-02,9.38E-03,6.65E-03,4.52E-03,2.78E-03,0.00E+00  
1404012346,8.2,0.0,125.25,38.9,PB08,FBA ES-T,I,None,8.88E-02,9.00E-02,9.24E-02,9.87E-02,1.30E-01,1.94E-01,2.19E-01,2.56E-01,2.14E-01,1.84E-01,1.78E-01,9.23E-02,9.08E-02,6.01E-02,5.51E-02,4.55E-02,2.71E-02,1.33E-02,8.31E-03,7.24E-03,4.81E-03,0.00E+00  
1404012346,8.2,0.0,213.22,38.9,PB09,FBA ES-T,I,None,7.41E-02,7.43E-02,7.46E-02,7.47E-02,7.88E-02,7.88E-02,9.47E-02,1.06E-01,1.22E-01,1.22E-01,1.52E-01,2.22E-01,1.55E-01,1.95E-01,1.92E-01,1.19E-01,1.18E-01,4.62E-02,1.67E-02,1.03E-02,3.96E-03,2.75E-03  
1404012346,8.2,0.0,365.79,38.9,PB10,FBA ES-T,I,None,2.12E-02,2.13E-02,2.14E-02,2.14E-02,2.17E-02,2.29E-02,2.90E-02,2.72E-02,3.75E-02,4.50E-02,4.37E-02,5.16E-02,6.40E-02,4.38E-02,4.14E-02,4.22E-02,2.77E-02,1.49E-02,1.08E-02,8.64E-03,0.00E+00,0.00E+00  
1404012346,8.2,0.0,75.73,38.9,PB11,FBA ES-T,IV,A,6.07E-01,6.40E-01,7.01E-01,8.53E-01,1.11E+00,1.09E+00,1.17E+00,1.17E+00,1.68E+00,8.87E-01,7.39E-01,6.44E-01,4.82E-01,2.58E-01,1.76E-01,1.67E-01,1.08E-01,3.91E-02,2.38E-02,1.57E-02,5.15E-03,3.89E-03  
1404012346,8.2,0.0,62.57,38.9,PB12,FBA ES-T,I,None,1.04E-01,1.05E-01,1.07E-01,1.12E-01,1.19E-01,1.70E-01,2.37E-01,3.01E-01,2.36E-01,2.62E-01,2.13E-01,1.74E-01,1.64E-01,1.36E-01,7.73E-02,5.76E-02,4.16E-02,2.24E-02,1.06E-02,6.65E-03,5.53E-03,0.00E+00  
1404012346,8.2,0.0,348.21,38.9,PB15,FBA ES-T,IV,B,5.19E-02,5.20E-02,5.22E-02,5.29E-02,5.42E-02,5.57E-02,6.46E-02,6.81E-02,8.00E-02,9.76E-02,9.74E-02,1.77E-01,1.77E-01,6.63E-02,4.34E-02,2.83E-02,1.82E-02,6.59E-03,6.23E-03,3.88E-03,2.16E-03,0.00E+00  
1404012346,8.2,0.0,129.79,38.9,PB16,FBA ES-T,I,None,3.30E-02,3.32E-02,3.35E-02,3.43E-02,3.84E-02,4.01E-02,5.84E-02,8.14E-02,7.45E-02,6.83E-02,6.68E-02,6.59E-02,5.42E-02,5.86E-02,4.27E-02,6.28E-02,2.91E-02,1.78E-02,1.58E-02,6.71E-03,3.12E-03,0.00E+00  
1404012357,6.9,0.0,193.82,36.6,AP01,FBA ES-T,VI,None,2.81E-02,2.82E-02,2.82E-02,2.84E-02,3.04E-02,3.50E-02,3.66E-02,5.15E-02,5.73E-02,6.97E-02,7.47E-02,7.40E-02,6.94E-02,6.15E-02,7.25E-02,4.58E-02,2.94E-02,1.30E-02,9.68E-03,7.84E-03,8.98E-03,4.14E-03  
1404012357,6.9,0.0,143.31,36.6,HMBCX,CMG5,I,None,2.13E-02,2.15E-02,2.17E-02,2.26E-02,3.84E-02,4.01E-02,4.43E-02,4.93E-02,5.02E-02,4.32E-02,4.55E-02,4.54E-02,6.02E-02,3.22E-02,1.92E-02,1.29E-02,1.13E-02,6.54E-03,5.02E-03,3.08E-03,2.79E-03,2.68E-03  
1404012357,6.9,0.0,190.25,36.6,MNMCX,CMG5,II,A,3.24E-02,3.41E-02,3.73E-02,4.83E-02,4.53E-02,8.47E-02,1.22E-01,1.39E-01,9.17E-02,5.84E-02,5.71E-02,4.04E-02,3.94E-02,2.95E-02,2.15E-02,1.74E-02,1.86E-02,6.59E-03,3.87E-03,2.94E-03,2.72E-03,1.69E-03  
1404012357,6.9,0.0,219.97,36.6,PB01,FBA ES-T,I,None,1.71E-02,1.72E-02,1.73E-02,1.77E-02,1.96E-02,2.72E-02,4.00E-02,3.70E-02,4.03E-02,6.51E-02,7.15E-02,4.18E-02,3.55E-02,1.63E-02,1.56E-02,1.09E-02,1.48E-02,6.56E-03,5.61E-03,5.44E-03,3.73E-03,4.12E-03  
1404012357,6.9,0.0,281.42,36.6,PB03,FBA ES-T,I,None,5.25E-03,5.28E-03,5.34E-03,5.58E-03,6.14E-03,7.51E-03,9.41E-03,8.51E-03,9.87E-03,7.57E-03,9.53E-03,9.39E-03,9.83E-03,1.12E-02,8.62E-03,1.23E-02,9.83E-03,3.82E-03,3.74E-03,3.44E-03,4.03E-03,0.00E+00  
1404012357,6.9,0.0,290.2,36.6,PB04,FBA ES-T,I,None,9.12E-03,9.16E-03,9.20E-03,9.32E-03,1.02E-02,1.14E-02,1.20E-02,1.56E-02,1.52E-02,1.54E-02,1.32E-02,1.72E-02,1.70E-02,2.39E-02,2.34E-02,1.39E-02,1.18E-02,6.78E-03,5.47E-03,5.02E-03,3.95E-03,4.12E-03  
1404012357,6.9,0.0,243.81,36.6,PB07,FBA ES-T,I,None,1.01E-02,1.01E-02,1.02E-02,1.04E-02,1.15E-02,1.27E-02,1.40E-02,1.57E-02,1.63E-02,1.74E-02,1.97E-02,1.80E-02,2.14E-02,2.01E-02,1.93E-02,2.38E-02,1.33E-02,7.38E-03,4.65E-03,6.08E-03,5.19E-03,2.99E-03  
1404012357,6.9,0.0,218.74,36.6,PB08,FBA ES-T,I,None,1.97E-02,2.00E-02,2.06E-02,2.27E-02,2.77E-02,4.27E-02,7.96E-02,6.52E-02,5.29E-02,3.99E-02,2.91E-02,2.57E-02,2.04E-02,1.98E-02,1.72E-02,1.62E-02,1.51E-02,7.45E-03,5.80E-03,4.51E-03,3.13E-03,3.23E-03  
1404012357,6.9,0.0,294.51,36.6,PB09,FBA ES-T,I,None,1.03E-02,1.03E-02,1.03E-02,1.03E-02,1.07E-02,1.10E-02,1.16E-02,1.28E-02,1.24E-02,1.36E-02,1.44E-02,2.04E-02,2.09E-02,2.76E-02,2.67E-02,2.01E-02,1.97E-02,7.85E-03,8.55E-03,8.02E-03,7.26E-03,3.93E-03  
1404012357,6.9,0.0,163.47,36.6,PB11,FBA ES-T,IV,A,6.55E-02,6.72E-02,6.95E-02,7.47E-02,1.12E-01,2.25E-01,2.42E-01,2.52E-01,1.55E-01,1.28E-01,9.33E-02,7.74E-02,6.49E-02,5.16E-02,4.50E-02,4.15E-02,2.87E-02,1.86E-02,1.13E-02,7.63E-03,7.04E-03,4.03E-03  
1404012357,6.9,0.0,171.08,36.6,PB12,FBA ES-T,I,None,2.78E-02,2.86E-02,2.92E-02,3.08E-02,4.28E-02,5.91E-02,8.37E-02,6.29E-02,5.58E-02,4.90E-02,4.62E-02,6.60E-02,6.13E-02,4.49E-02,2.30E-02,2.12E-02,1.19E-02,1.04E-02,8.25E-03,8.19E-03,7.21E-03,0.00E+00  
1404012357,6.9,0.0,250.5,36.6,PB16,FBA ES-T,I,None,1.09E-02,1.10E-02,1.11E-02,1.14E-02,1.25E-02,1.78E-02,1.91E-02,3.19E-02,2.92E-02,2.16E-02,2.26E-02,2.39E-02,2.27E-02,2.90E-02,2.28E-02,2.01E-02,1.57E-02,8.52E-03,5.96E-03,4.80E-03,5.18E-03,2.83E-03  
1404030158,6.5,0.0,83.22,30.7,HMBCX,CMG5,I,None,8.18E-02,8.32E-02,8.61E-02,1.07E-01,1.72E-01,1.72E-01,2.14E-01,2.67E-01,1.87E-01,1.59E-01,1.68E-01,1.81E-01,9.78E-02,4.99E-02,3.07E-02,1.92E-02,9.78E-03,4.28E-03,2.83E-03,2.74E-03,1.61E-03,8.90E-04  
1404030158,6.5,0.0,149.45,30.7,PB01,FBA ES-T,I,None,1.13E-01,1.14E-01,1.15E-01,1.19E-01,1.20E-01,2.01E-01,2.76E-01,3.62E-01,2.78E-01,2.88E-01,2.96E-01,1.25E-01,1.11E-01,6.14E-02,4.38E-02,1.52E-02,9.65E-03,6.44E-03,4.38E-03,3.51E-03,1.64E-03,0.00E+00  
1404030158,6.5,0.0,123.84,30.7,PB11,FBA ES-T,IV,A,1.05E-01,1.07E-01,1.10E-01,1.15E-01,1.40E-01,2.77E-01,2.88E-01,3.35E-01,3.45E-01,3.39E-01,1.79E-01,1.79E-01,1.37E-01,1.28E-01,9.03E-02,5.91E-02,2.84E-02,1.32E-02,8.52E-03,4.99E-03,2.43E-03,0.00E+00  
1404030158,6.5,0.0,99.37,30.7,PSGCX,CMG5,I,None,3.16E-02,3.17E-02,3.24E-02,3.53E-02,4.49E-02,4.58E-02,5.37E-02,6.43E-02,6.76E-02,7.91E-02,9.91E-02,7.08E-02,4.95E-02,2.51E-02,1.61E-02,7.31E-03,8.42E-03,3.15E-03,1.84E-03,1.28E-03,0.00E+00,0.00E+00  
1404030243,7.7,0.0,240.35,27.7,AP01,FBA ES-T,VI,None,6.55E-02,6.56E-02,6.58E-02,6.59E-02,6.74E-02,7.19E-02,8.16E-02,9.58E-02,1.16E-01,1.57E-01,2.32E-01,1.59E-01,1.56E-01,1.18E-01,7.84E-02,5.86E-02,2.77E-02,9.08E-03,4.65E-03,3.04E-03,1.45E-03,0.00E+00  
1404030243,7.7,0.0,40.26,27.7,TA01,FBA ES-T,III,A,1.25E-01,1.27E-01,1.33E-01,1.46E-01,2.04E-01,3.06E-01,3.58E-01,3.49E-01,3.00E-01,3.63E-01,2.97E-01,2.15E-01,1.57E-01,1.24E-01,8.73E-02,4.60E-02,4.19E-02,2.26E-02,1.46E-02,9.21E-03,6.31E-03,0.00E+00  
1404030243,7.7,0.0,72.27,27.7,HMBCX,CMG5,I,None,2.40E-01,2.55E-01,2.78E-01,3.29E-01,4.68E-01,6.65E-01,5.27E-01,5.74E-01,4.38E-01,4.98E-01,3.21E-01,3.03E-01,2.68E-01,1.83E-01,1.48E-01,4.86E-02,4.36E-02,1.96E-02,1.36E-02,1.10E-02,8.94E-03,5.44E-03  
1404030243,7.7,0.0,182.4,27.7,MNMCX,CMG5,II,A,1.57E-01,1.72E-01,1.90E-01,2.64E-01,1.91E-01,2.29E-01,3.23E-01,3.66E-01,5.90E-01,5.29E-01,4.54E-01,2.79E-01,1.43E-01,1.09E-01,8.60E-02,4.61E-02,4.41E-02,1.27E-02,9.69E-03,6.85E-03,3.92E-03,0.00E+00  
1404030243,7.7,0.0,123.98,27.7,PB01,FBA ES-T,I,None,1.64E-01,1.65E-01,1.65E-01,1.66E-01,1.92E-01,2.24E-01,3.49E-01,5.10E-01,3.53E-01,3.61E-01,3.16E-01,2.64E-01,1.69E-01,2.15E-01,8.38E-02,4.21E-02,4.29E-02,2.76E-02,1.88E-02,9.86E-03,4.82E-03,0.00E+00  
1404030243,7.7,0.0,188.42,27.7,PB03,FBA ES-T,I,None,2.68E-02,2.72E-02,2.78E-02,3.05E-02,4.03E-02,5.68E-02,5.92E-02,6.24E-02,7.44E-02,6.85E-02,5.36E-02,4.75E-02,3.59E-02,3.27E-02,1.72E-02,1.46E-02,7.16E-03,5.46E-03,2.92E-03,1.83E-03,1.40E-03,0.00E+00  
1404030243,7.7,0.0,206.28,27.7,PB04,FBA ES-T,I,None,2.82E-02,2.84E-02,2.86E-02,2.91E-02,3.29E-02,4.15E-02,5.82E-02,7.58E-02,1.03E-01,8.81E-02,6.67E-02,7.76E-02,4.96E-02,4.47E-02,3.31E-02,2.61E-02,9.96E-03,5.11E-03,3.62E-03,4.18E-03,1.19E-03,0.00E+00  
1404030243,7.7,0.0,262.36,27.7,PB05,FBA ES-T,I,None,5.04E-02,5.06E-02,5.10E-02,5.23E-02,5.63E-02,5.92E-02,7.00E-02,9.11E-02,1.17E-01,1.03E-01,1.30E-01,1.37E-01,1.45E-01,1.08E-01,7.67E-02,5.22E-02,3.31E-02,1.96E-02,1.46E-02,8.59E-03,4.92E-03,0.00E+00  
1404030243,7.7,0.0,263.08,27.7,PB06,FBA ES-T,I,None,7.16E-02,7.20E-02,7.26E-02,7.62E-02,8.97E-02,1.36E-01,1.56E-01,2.11E-01,1.89E-01,2.31E-01,1.54E-01,1.45E-01,1.35E-01,1.56E-01,1.21E-01,7.69E-02,5.91E-02,2.37E-02,1.67E-02,1.62E-02,1.06E-02,0.00E+00  
1404030243,7.7,0.0,150.37,27.7,PB07,FBA ES-T,I,None,3.56E-02,3.61E-02,3.70E-02,3.99E-02,5.24E-02,7.85E-02,9.91E-02,1.02E-01,8.95E-02,8.35E-02,9.10E-02,6.31E-02,6.41E-02,3.84E-02,3.59E-02,1.69E-02,1.10E-02,5.27E-03,3.11E-03,1.96E-03,1.94E-03,1.11E-03  
1404030243,7.7,0.0,151.39,27.7,PB08,FBA ES-T,I,None,4.83E-02,4.98E-02,5.14E-02,5.49E-02,8.47E-02,1.24E-01,1.09E-01,1.31E-01,1.42E-01,1.40E-01,1.27E-01,6.81E-02,5.18E-02,4.78E-02,3.39E-02,2.58E-02,2.11E-02,1.48E-02,1.10E-02,1.09E-02,5.37E-03,0.00E+00  
1404030243,7.7,0.0,196.65,27.7,PB09,FBA ES-T,I,None,4.36E-02,4.37E-02,4.40E-02,4.50E-02,5.18E-02,5.98E-02,6.88E-02,1.06E-01,9.71E-02,9.92E-02,9.62E-02,1.10E-01,1.21E-01,9.07E-02,6.78E-02,6.66E-02,5.72E-02,2.60E-02,1.25E-02,5.94E-03,2.87E-03,1.67E-03  
1404030243,7.7,0.0,334.39,27.7,PB10,FBA ES-T,I,None,1.73E-02,1.74E-02,1.74E-02,1.75E-02,1.80E-02,2.00E-02,2.10E-02,2.12E-02,3.02E-02,3.02E-02,4.26E-02,4.27E-02,4.61E-02,3.78E-02,2.78E-02,1.77E-02,1.67E-02,1.04E-02,7.62E-03,8.04E-03,4.59E-03,0.00E+00  
1404030243,7.7,0.0,124.1,27.7,PB11,FBA ES-T,IV,A,2.10E-01,2.10E-01,2.12E-01,2.20E-01,2.71E-01,3.92E-01,4.20E-01,5.48E-01,5.69E-01,4.49E-01,4.51E-01,3.94E-01,5.06E-01,2.11E-01,1.15E-01,1.24E-01,1.03E-01,3.90E-02,1.78E-02,9.81E-03,7.22E-03,5.24E-03  
1404030243,7.7,0.0,213.63,27.7,PB12,FBA ES-T,I,None,5.11E-02,5.18E-02,5.22E-02,5.33E-02,6.04E-02,7.78E-02,9.40E-02,1.34E-01,1.33E-01,1.64E-01,1.04E-01,1.14E-01,9.99E-02,5.73E-02,4.29E-02,2.16E-02,1.55E-02,5.82E-03,3.45E-03,3.02E-03,1.40E-03,0.00E+00  
1404030243,7.7,0.0,319.01,27.7,PB15,FBA ES-T,IV,B,2.91E-02,2.93E-02,2.94E-02,2.98E-02,3.25E-02,3.55E-02,3.98E-02,4.36E-02,6.88E-02,7.19E-02,8.57E-02,1.05E-01,9.44E-02,3.59E-02,2.16E-02,9.44E-03,6.90E-03,3.79E-03,2.31E-03,1.84E-03,1.13E-03,0.00E+00  
1404030243,7.7,0.0,265.06,27.7,PB16,FBA ES-T,I,None,7.47E-02,7.50E-02,7.54E-02,7.60E-02,8.40E-02,1.01E-01,1.13E-01,1.47E-01,1.64E-01,2.13E-01,1.95E-01,2.32E-01,1.95E-01,9.03E-02,7.67E-02,7.85E-02,5.22E-02,2.70E-02,2.22E-02,1.24E-02,0.00E+00,0.00E+00  
1404030243,7.7,0.0,111.42,27.7,PSGCX,CMG5,I,None,1.09E-01,1.10E-01,1.13E-01,1.19E-01,1.39E-01,1.81E-01,1.91E-01,2.56E-01,2.75E-01,2.59E-01,2.69E-01,2.59E-01,2.03E-01,8.36E-02,9.88E-02,5.36E-02,2.63E-02,1.30E-02,6.65E-03,4.01E-03,0.00E+00,0.00E+00  
1404030526,6.4,0.0,109.42,38,HMBCX,CMG5,I,None,2.72E-02,2.75E-02,2.81E-02,2.92E-02,3.49E-02,4.20E-02,5.55E-02,7.37E-02,7.05E-02,5.13E-02,8.16E-02,6.22E-02,7.54E-02,2.51E-02,1.94E-02,8.97E-03,9.85E-03,5.11E-03,2.04E-03,1.29E-03,9.27E-04,4.25E-04  
1404030526,6.4,0.0,137.52,38,PB01,FBA ES-T,I,None,6.96E-02,7.04E-02,7.09E-02,7.20E-02,7.77E-02,1.02E-01,1.71E-01,2.61E-01,2.66E-01,2.02E-01,2.04E-01,1.34E-01,8.38E-02,4.72E-02,4.24E-02,1.46E-02,6.93E-03,5.92E-03,2.94E-03,1.78E-03,1.07E-03,0.00E+00  
1404030526,6.4,0.0,138.99,38,PB07,FBA ES-T,I,None,3.07E-02,3.10E-02,3.16E-02,3.23E-02,4.04E-02,5.58E-02,8.09E-02,6.87E-02,7.46E-02,7.98E-02,8.22E-02,6.45E-02,6.52E-02,4.91E-02,3.60E-02,1.73E-02,8.74E-03,5.74E-03,3.45E-03,2.42E-03,1.16E-03,0.00E+00  
1404040137,6.3,0.0,93.29,40.2,HMBCX,CMG5,I,None,2.53E-02,2.60E-02,2.65E-02,2.75E-02,3.73E-02,5.41E-02,4.97E-02,7.83E-02,7.19E-02,6.38E-02,8.34E-02,4.79E-02,5.00E-02,2.54E-02,1.55E-02,6.40E-03,5.20E-03,2.01E-03,1.05E-03,1.04E-03,4.98E-04,0.00E+00  
1404040137,6.3,0.0,135.05,40.2,PB01,FBA ES-T,I,None,1.58E-02,1.59E-02,1.61E-02,1.64E-02,1.78E-02,1.97E-02,2.65E-02,4.55E-02,4.65E-02,4.45E-02,3.36E-02,2.55E-02,1.55E-02,8.87E-03,6.45E-03,2.63E-03,2.07E-03,1.06E-03,7.94E-04,4.25E-04,1.95E-04,1.46E-04  
1404040137,6.3,0.0,144.48,40.2,PB11,FBA ES-T,IV,A,5.74E-02,5.77E-02,5.81E-02,5.88E-02,6.49E-02,8.70E-02,1.05E-01,1.33E-01,1.67E-01,1.70E-01,1.44E-01,1.12E-01,6.61E-02,6.63E-02,4.94E-02,4.07E-02,1.85E-02,6.89E-03,3.69E-03,1.96E-03,1.23E-03,6.33E-04  
